date,year,team,opponent,outcome,is_knockout,team_wc_win_pct,opp_wc_win_pct,delta_wc_win_pct,team_wc_draw_pct,opp_wc_draw_pct,delta_wc_draw_pct,team_wc_gf_per_game,opp_wc_gf_per_game,delta_wc_gf_per_game,team_wc_gc_per_game,opp_wc_gc_per_game,delta_wc_gc_per_game,team_wc_appearances,opp_wc_appearances,delta_wc_appearances,team_wc_games_played,opp_wc_games_played,delta_wc_games_played,team_wc_semi_pct,opp_wc_semi_pct,delta_wc_semi_pct,team_wc_final_pct,opp_wc_final_pct,delta_wc_final_pct,team_wc_champion_count,opp_wc_champion_count,delta_wc_champion_count,team_ranking,opp_ranking,delta_ranking,team_ranking_volatility,opp_ranking_volatility,delta_ranking_volatility,team_has_ranking,opp_has_ranking,delta_has_ranking,team_market_value_eur_m,opp_market_value_eur_m,delta_market_value_eur_m,team_squad_avg_age,opp_squad_avg_age,delta_squad_avg_age,team_win_pct_vs_top10,opp_win_pct_vs_top10,delta_win_pct_vs_top10,team_euro_win_pct,opp_euro_win_pct,delta_euro_win_pct,team_copa_win_pct,opp_copa_win_pct,delta_copa_win_pct,team_afcon_win_pct,opp_afcon_win_pct,delta_afcon_win_pct,team_host_flag,opp_host_flag,delta_host_flag
1950-06-29,1950,PAR,SWE,1,0,,1.0,,,0.0,,,3.0,,,2.0,,0.0,1.0,-1.0,0.0,1.0,-1.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-06-29,1950,ESP,CHL,2,0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-06-29,1950,CHL,ESP,0,0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,3.0,-3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-01,1950,BRA,YUG,2,0,0.5,1.0,-0.5,0.5,0.0,0.5,3.0,3.5,-0.5,1.0,0.5,0.5,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1950-07-01,1950,YUG,BRA,0,0,1.0,0.5,0.5,0.0,0.5,-0.5,3.5,3.0,0.5,0.5,1.0,-0.5,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,-1.0
1950-07-02,1950,ITA,PAR,2,0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-02,1950,CHL,USA,2,0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,1.5,0.5,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-02,1950,USA,CHL,0,0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.5,2.0,-0.5,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-02,1950,PAR,ITA,0,0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-02,1950,URU,BOL,2,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-02,1950,ESP,ENG,2,0,1.0,0.5,0.5,0.0,0.0,0.0,2.5,1.0,1.5,0.5,0.5,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-02,1950,ENG,ESP,0,0,0.5,1.0,-0.5,0.0,0.0,0.0,1.0,2.5,-1.5,0.5,0.5,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-02,1950,SUI,MEX,2,0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,2.5,4.0,-1.5,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-02,1950,MEX,SUI,0,0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,1.0,-0.5,4.0,2.5,1.5,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-02,1950,BOL,URU,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,-1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-09,1950,URU,ESP,1,0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,0.0,0.3333333333333333,-0.3333333333333333,1.0,1.0,0.0,1.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-09,1950,ESP,URU,1,0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,-6.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-09,1950,BRA,SWE,2,0,0.6666666666666666,0.5,0.16666666666666663,0.3333333333333333,0.5,-0.16666666666666669,2.6666666666666665,2.5,0.16666666666666652,0.6666666666666666,2.0,-1.3333333333333335,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1950-07-09,1950,SWE,BRA,0,0,0.5,0.6666666666666666,-0.16666666666666663,0.5,0.3333333333333333,0.16666666666666669,2.5,2.6666666666666665,-0.16666666666666652,2.0,0.6666666666666666,1.3333333333333335,1.0,1.0,0.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,-1.0
1950-07-13,1950,URU,SWE,2,0,0.5,0.3333333333333333,0.16666666666666669,0.5,0.3333333333333333,0.16666666666666669,5.0,2.0,3.0,1.0,3.6666666666666665,-2.6666666666666665,1.0,1.0,0.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-13,1950,BRA,ESP,2,0,0.75,0.75,0.0,0.25,0.25,0.0,3.75,2.0,1.75,0.75,0.75,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1950-07-13,1950,ESP,BRA,0,0,0.75,0.75,0.0,0.25,0.25,0.0,2.0,3.75,-1.75,0.75,0.75,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,-1.0
1950-07-13,1950,SWE,URU,0,0,0.3333333333333333,0.5,-0.16666666666666669,0.3333333333333333,0.5,-0.16666666666666669,2.0,5.0,-3.0,3.6666666666666665,1.0,2.6666666666666665,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-16,1950,URU,BRA,2,0,0.6666666666666666,0.8,-0.13333333333333341,0.3333333333333333,0.2,0.1333333333333333,4.333333333333333,4.2,0.13333333333333286,1.3333333333333333,0.8,0.5333333333333332,1.0,1.0,0.0,3.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,-1.0
1950-07-16,1950,BRA,URU,0,0,0.8,0.6666666666666666,0.13333333333333341,0.2,0.3333333333333333,-0.1333333333333333,4.2,4.333333333333333,-0.13333333333333286,0.8,1.3333333333333333,-0.5333333333333332,1.0,1.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1950-07-16,1950,SWE,ESP,2,0,0.25,0.6,-0.35,0.25,0.2,0.04999999999999999,2.0,1.8,0.19999999999999996,3.5,1.8,1.7,1.0,1.0,0.0,4.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1950-07-16,1950,ESP,SWE,0,0,0.6,0.25,0.35,0.2,0.25,-0.04999999999999999,1.8,2.0,-0.19999999999999996,1.8,3.5,-1.7,1.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-16,1954,URU,CZE,2,0,0.75,,,0.25,,,3.75,,,1.25,,,1.0,0.0,1.0,4.0,0.0,4.0,0.0,,,0.0,,,2.0,0.0,2.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-16,1954,AUT,SCO,2,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-16,1954,SCO,AUT,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-16,1954,BRA,MEX,2,0,0.6666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,3.6666666666666665,0.6666666666666666,3.0,1.0,3.3333333333333335,-2.3333333333333335,1.0,1.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-16,1954,MEX,BRA,0,0,0.0,0.6666666666666666,-0.6666666666666666,0.0,0.16666666666666666,-0.16666666666666666,0.6666666666666666,3.6666666666666665,-3.0,3.3333333333333335,1.0,2.3333333333333335,1.0,1.0,0.0,3.0,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-16,1954,YUG,FRA,2,0,0.6666666666666666,,,0.0,,,2.3333333333333335,,,1.0,,,1.0,0.0,1.0,3.0,0.0,3.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-16,1954,FRA,YUG,0,0,,0.6666666666666666,,,0.0,,,2.3333333333333335,,,1.0,,0.0,1.0,-1.0,0.0,3.0,-3.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-16,1954,CZE,URU,0,0,,0.75,,,0.25,,,3.75,,,1.25,,0.0,1.0,-1.0,0.0,4.0,-4.0,,0.0,,,0.0,,0.0,2.0,-2.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-17,1954,HUN,KOR,2,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-17,1954,SUI,ITA,2,0,0.3333333333333333,0.5,-0.16666666666666669,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,2.0,-0.6666666666666667,2.0,1.5,0.5,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1954-06-17,1954,KOR,HUN,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-17,1954,ITA,SUI,0,0,0.5,0.3333333333333333,0.16666666666666669,0.0,0.3333333333333333,-0.3333333333333333,2.0,1.3333333333333333,0.6666666666666667,1.5,2.0,-0.5,1.0,1.0,0.0,2.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,-1.0
1954-06-17,1954,GER,TUR,2,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-17,1954,ENG,BEL,1,0,0.3333333333333333,,,0.0,,,0.6666666666666666,,,0.6666666666666666,,,1.0,0.0,1.0,3.0,0.0,3.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-17,1954,BEL,ENG,1,0,,0.3333333333333333,,,0.0,,,0.6666666666666666,,,0.6666666666666666,,0.0,1.0,-1.0,0.0,3.0,-3.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-17,1954,TUR,GER,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-19,1954,URU,SCO,2,0,0.8,0.0,0.8,0.2,0.0,0.2,3.4,0.0,3.4,1.0,1.0,0.0,2.0,1.0,1.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-19,1954,SCO,URU,0,0,0.0,0.8,-0.8,0.0,0.2,-0.2,0.0,3.4,-3.4,1.0,1.0,0.0,1.0,2.0,-1.0,1.0,5.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-19,1954,BRA,YUG,1,0,0.7142857142857143,0.75,-0.0357142857142857,0.14285714285714285,0.0,0.14285714285714285,3.857142857142857,2.0,1.8571428571428572,0.8571428571428571,0.75,0.1071428571428571,2.0,2.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-19,1954,YUG,BRA,1,0,0.75,0.7142857142857143,0.0357142857142857,0.0,0.14285714285714285,-0.14285714285714285,2.0,3.857142857142857,-1.8571428571428572,0.75,0.8571428571428571,-0.1071428571428571,2.0,2.0,0.0,4.0,7.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-19,1954,FRA,MEX,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,1.0,3.75,-2.75,1.0,2.0,-1.0,1.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-19,1954,MEX,FRA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,3.75,1.0,2.75,2.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-19,1954,AUT,CZE,2,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,-2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-19,1954,CZE,AUT,0,0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-20,1954,HUN,GER,2,0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-20,1954,GER,HUN,0,0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,-5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-20,1954,TUR,KOR,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,9.0,-5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-20,1954,KOR,TUR,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,9.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-20,1954,ITA,BEL,2,0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,-1.0,1.6666666666666667,4.0,-2.333333333333333,1.6666666666666667,4.0,-2.333333333333333,2.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1954-06-20,1954,SUI,ENG,0,0,0.5,0.25,0.25,0.25,0.25,0.0,1.5,1.5,0.0,1.75,1.5,0.25,2.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1954-06-20,1954,ENG,SUI,2,0,0.25,0.5,-0.25,0.25,0.25,0.0,1.5,1.5,0.0,1.5,1.75,-0.25,2.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,-1.0
